label,accuracy,f1,recall,precision,model_path,dataset
higurashi,0.9627777777777776,0.6940639269406392,0.7916666666666666,0.6178861788617886,step3_model_training/mlruns/388903047945866758/c32c1f1bb0d04c21a25634fab29f7c5b,test
minminzemi,0.9288888888888888,0.8423645320197045,0.7651006711409396,0.936986301369863,step3_model_training/mlruns/388903047945866758/c32c1f1bb0d04c21a25634fab29f7c5b,test
niiniizemi,0.8861111111111111,0.8891292590589508,0.9614035087719298,0.8269617706237424,step3_model_training/mlruns/388903047945866758/c32c1f1bb0d04c21a25634fab29f7c5b,test
tsukutsukuboushi,0.8522222222222222,0.596969696969697,0.43201754385964913,0.965686274509804,step3_model_training/mlruns/388903047945866758/c32c1f1bb0d04c21a25634fab29f7c5b,test
aburazemi,0.9177777777777778,0.8933717579250722,0.8611111111111112,0.9281437125748504,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,tune
higurashi,0.9622222222222222,0.5142857142857142,0.375,0.8181818181818182,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,tune
minminzemi,0.9266666666666666,0.852017937219731,0.8796296296296297,0.8260869565217391,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,tune
niiniizemi,0.8777777777777778,0.8769574944071589,0.9607843137254902,0.8065843621399177,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,tune
tsukutsukuboushi,0.7888888888888889,0.5739910313901345,0.4266666666666667,0.8767123287671232,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,tune
aburazemi,0.9416666666666668,0.9239681390296886,0.932748538011696,0.9153515064562412,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,test
higurashi,0.9711111111111111,0.717391304347826,0.6875,0.75,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,test
minminzemi,0.9266666666666666,0.8496583143507973,0.8344519015659956,0.8654292343387471,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,test
niiniizemi,0.8588888888888889,0.8686659772492243,0.9824561403508772,0.7784986098239111,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,test
tsukutsukuboushi,0.8572222222222222,0.6445366528354081,0.5109649122807017,0.8726591760299626,step3_model_training/mlruns/388903047945866758/19797b92b6cf482fa5fc06dd13ac3fac,test
aburazemi,0.76,0.5939849624060151,0.4388888888888889,0.9186046511627908,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,tune
higurashi,0.9466666666666668,0.29411764705882354,0.20833333333333337,0.5,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,tune
minminzemi,0.9,0.7926267281105991,0.7962962962962963,0.7889908256880734,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,tune
niiniizemi,0.7955555555555556,0.8145161290322581,0.9901960784313726,0.6917808219178082,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,tune
tsukutsukuboushi,0.8088888888888889,0.6446280991735537,0.52,0.8478260869565217,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,tune
aburazemi,0.7477777777777778,0.5469061876247505,0.40058479532163743,0.8616352201257862,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,test
higurashi,0.9605555555555556,0.5798816568047337,0.5104166666666666,0.6712328767123288,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,test
minminzemi,0.9172222222222224,0.8304891922639364,0.8165548098434005,0.8449074074074074,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,test
niiniizemi,0.7894444444444444,0.8152120916626037,0.9777777777777776,0.6989966555183946,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,test
tsukutsukuboushi,0.8583333333333333,0.6784363177805801,0.5899122807017544,0.798219584569733,step3_model_training/mlruns/388903047945866758/e6bbab2667704a168a1f60a9793922c2,test
aburazemi,0.9022222222222224,0.8829787234042554,0.9222222222222224,0.8469387755102041,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,tune
higurashi,0.9666666666666668,0.5454545454545454,0.375,1,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,tune
minminzemi,0.9111111111111112,0.81651376146789,0.8240740740740741,0.8090909090909091,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,tune
niiniizemi,0.8577777777777778,0.8584070796460177,0.9509803921568628,0.782258064516129,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,tune
tsukutsukuboushi,0.7711111111111111,0.4875621890547263,0.32666666666666666,0.9607843137254902,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,tune
aburazemi,0.8611111111111112,0.8308525033829499,0.8976608187134503,0.7732997481108312,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,test
higurashi,0.9811111111111112,0.8000000000000002,0.7083333333333334,0.918918918918919,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,test
minminzemi,0.9194444444444444,0.8255114320096271,0.767337807606264,0.8932291666666666,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,test
niiniizemi,0.8416666666666667,0.8502364687335785,0.9461988304093568,0.7719465648854962,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,test
tsukutsukuboushi,0.8377777777777777,0.5379746835443038,0.3728070175438597,0.9659090909090908,step3_model_training/mlruns/388903047945866758/de14624699e64ec0a708422677c85329,test
aburazemi,0.9155555555555556,0.8961748633879781,0.9111111111111112,0.8817204301075269,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,tune
higurashi,0.9711111111111111,0.6829268292682927,0.5833333333333334,0.8235294117647058,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,tune
minminzemi,0.9422222222222222,0.8761904761904761,0.8518518518518519,0.9019607843137256,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,tune
niiniizemi,0.8622222222222222,0.8616071428571428,0.946078431372549,0.7909836065573771,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,tune
tsukutsukuboushi,0.7555555555555555,0.4387755102040816,0.2866666666666667,0.9347826086956522,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,tune
aburazemi,0.93,0.9081632653061223,0.9108187134502924,0.9055232558139537,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,test
higurashi,0.9772222222222222,0.768361581920904,0.7083333333333334,0.8395061728395061,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,test
minminzemi,0.9183333333333332,0.8218181818181819,0.7583892617449665,0.8968253968253969,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,test
niiniizemi,0.8538888888888889,0.86266318537859,0.9660818713450292,0.779245283018868,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,test
tsukutsukuboushi,0.8383333333333334,0.5417322834645669,0.3771929824561403,0.9608938547486032,step3_model_training/mlruns/388903047945866758/28170a5a62f34edfb08996e7c9c8e22f,test
aburazemi,0.9244444444444444,0.907103825136612,0.9222222222222224,0.8924731182795699,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,tune
higurashi,0.9444444444444444,0.35897435897435903,0.2916666666666667,0.4666666666666667,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,tune
minminzemi,0.9044444444444444,0.8215767634854771,0.9166666666666666,0.7443609022556391,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,tune
niiniizemi,0.8422222222222222,0.8466522678185746,0.9607843137254902,0.7567567567567568,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,tune
tsukutsukuboushi,0.7711111111111111,0.47715736040609136,0.31333333333333335,1,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,tune
aburazemi,0.9355555555555556,0.9163059163059164,0.9283625730994152,0.9045584045584044,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,test
higurashi,0.9538888888888888,0.5829145728643215,0.6041666666666666,0.5631067961165048,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,test
minminzemi,0.8927777777777778,0.7913513513513514,0.8187919463087249,0.7656903765690377,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,test
niiniizemi,0.8344444444444444,0.8490374873353597,0.9801169590643276,0.7488829311885612,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,test
tsukutsukuboushi,0.8261111111111111,0.4877250409165303,0.3267543859649123,0.9612903225806452,step3_model_training/mlruns/388903047945866758/5cfb892e14684acb9d7a1f14f75f36a2,test
aburazemi,0.9066666666666666,0.876470588235294,0.8277777777777777,0.93125,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,tune
higurashi,0.9533333333333334,0.3636363636363637,0.25,0.6666666666666666,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,tune
minminzemi,0.9377777777777778,0.8627450980392156,0.8148148148148148,0.9166666666666666,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,tune
niiniizemi,0.9022222222222224,0.897196261682243,0.9411764705882352,0.8571428571428571,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,tune
tsukutsukuboushi,0.7666666666666667,0.4723618090452261,0.31333333333333335,0.9591836734693876,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,tune
aburazemi,0.92,0.8922155688622756,0.8713450292397661,0.9141104294478528,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,test
higurashi,0.9561111111111112,0.45517241379310336,0.34375,0.673469387755102,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,test
minminzemi,0.9333333333333332,0.8568019093078759,0.8031319910514542,0.918158567774936,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,test
niiniizemi,0.8755555555555555,0.8793103448275862,0.9543859649122808,0.8151848151848152,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,test
tsukutsukuboushi,0.8416666666666667,0.5539906103286385,0.3881578947368421,0.9672131147540984,step3_model_training/mlruns/388903047945866758/27d80c8def14411ebf8146a0c3ca74fc,test
aburazemi,0.9,0.8656716417910448,0.8055555555555556,0.935483870967742,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,tune
higurashi,0.9444444444444444,0.5454545454545454,0.625,0.4838709677419355,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,tune
minminzemi,0.9355555555555556,0.8512820512820513,0.7685185185185185,0.9540229885057472,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,tune
niiniizemi,0.92,0.9104477611940298,0.8970588235294118,0.9242424242424242,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,tune
tsukutsukuboushi,0.8088888888888889,0.6228070175438597,0.4733333333333334,0.9102564102564102,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,tune
aburazemi,0.9188888888888888,0.8915304606240713,0.8771929824561403,0.9063444108761328,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,test
higurashi,0.965,0.6926829268292682,0.7395833333333334,0.6513761467889908,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,test
minminzemi,0.9272222222222222,0.839657282741738,0.767337807606264,0.927027027027027,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,test
niiniizemi,0.9222222222222224,0.9190751445086706,0.9298245614035088,0.9085714285714286,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,test
tsukutsukuboushi,0.8511111111111112,0.6267409470752089,0.4934210526315789,0.8587786259541985,step3_model_training/mlruns/388903047945866758/6840deddb1944d3b875fc2d93860c52e,test
aburazemi,0.7688888888888888,0.651006711409396,0.5388888888888889,0.8220338983050848,step3_model_training/mlruns/388903047945866758/6383bd2ec0cf47e2ae823078c054c661,tune
higurashi,0.9466666666666668,0,0,0,step3_model_training/mlruns/388903047945866758/6383bd2ec0cf47e2ae823078c054c661,tune
minminzemi,0.9266666666666666,0.8465116279069766,0.8425925925925926,0.8504672897196262,step3_model_training/mlruns/388903047945866758/6383bd2ec0cf47e2ae823078c054c661,tune
niiniizemi,0.88,0.8789237668161435,0.9607843137254902,0.8099173553719008,step3_model_training/mlruns/388903047945866758/6383bd2ec0cf47e2ae823078c054c661,tune
tsukutsukuboushi,0.8044444444444444,0.6036036036036037,0.44666666666666666,0.9305555555555556,step3_model_training/mlruns/388903047945866758/6383bd2ec0cf47e2ae823078c054c661,tune
