file_name,aburazemi,higurashi,minminzemi,niiniizemi,tsukutsukuboushi
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1410.wav,0.051297545,0.6846569,0.008658636,0.96924525,0.014062908
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1500.wav,0.024669115,0.039962552,0.0037941597,0.07659805,0.02074869
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1510.wav,0.043617815,0.93727577,0.0021745935,0.0110276565,0.03706287
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1600.wav,0.03427282,0.31673753,-0.0026352704,0.30390012,0.027026266
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1611.wav,0.070880584,0.70292276,0.0040191226,0.9467428,0.027200848
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1700.wav,0.08211622,0.06372741,0.02021825,0.9671062,0.032209888
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1710.wav,0.49995923,0.032320894,0.029423025,0.97345763,0.020630173
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1800.wav,0.0925877,0.017455459,0.024307337,0.9814567,0.014868721
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1810.wav,0.20590073,0.030649029,0.032550123,0.98933935,-0.01722383
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1900.wav,0.36841506,0.22894157,0.019416552,0.97376955,-0.010566525
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_1910.wav,0.47329098,0.28717285,0.036895942,0.9737352,-0.026764851
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2000.wav,0.022021398,0.0027110893,-0.0060785003,0.004614167,0.015723981
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2010.wav,0.027101457,0.003723614,-0.0071183816,0.016904414,0.021724276
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2100.wav,0.01462058,0.0012756884,-0.0053541847,0.012274489,0.010108806
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2110.wav,0.017556816,0.0008622892,-0.0055713244,0.0097260475,0.013616685
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2200.wav,0.028932374,-0.00019279309,-0.00870027,0.016221821,0.027321666
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2210.wav,0.016949765,0.0014770869,-0.007715676,0.012003206,0.010308936
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2300.wav,0.02359965,0.2887888,-0.004898865,0.017354563,0.0033886842
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240704_2310.wav,0.019025132,0.012788182,-0.0059924982,0.01753804,0.009701654
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0000.wav,0.00970415,0.001423046,-0.007855184,0.01751826,0.0032454804
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0100.wav,0.014240846,8.426793e-05,-0.009128265,0.02459383,0.00051211566
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0110.wav,0.02371886,0.0102651585,-0.006667234,0.013126984,0.013400555
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0200.wav,0.023734905,0.012323409,-0.00449273,0.019834295,-0.0019683316
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0210.wav,0.035924878,0.0768047,-0.0010726117,0.02219966,0.025714993
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0300.wav,0.022596553,0.12573172,0.0017633587,0.018856615,-0.0006683357
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0310.wav,0.037903704,0.111820355,0.0060849525,0.02929359,0.019974284
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0400.wav,0.060155604,0.20629098,0.15212892,0.9949397,0.010301597
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0410.wav,0.06305221,0.62479883,0.022197064,0.986105,-0.014937989
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0500.wav,0.020985708,0.0008485243,0.0042197555,0.031174764,0.004443329
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0511.wav,0.032673083,0.0009540394,-0.0026561245,0.024886608,0.09543678
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0600.wav,0.03546544,0.050999634,-4.8030168e-05,0.013441563,0.028777033
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0610.wav,0.025805645,-0.00078582205,0.0076736473,0.0037113652,0.03203723
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0700.wav,0.043853752,0.7868545,-0.005459033,0.009991631,0.020241976
../TrueNAS/nies_audio_recording/2024/ChirpArray/Akitsu/20240705_0705.wav,0.046735197,0.927586,0.0094099045,0.015001014,0.030357629
